id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2039,7.9,0.51,0.0,2.8,0.075,14.0,34.0,0.9997,3.58,0.51,9.4,6.0
2040,9.4,0.39,0.49,2.3,0.0819999999999999,26.0,69.0,0.9968,3.03,0.64,9.5,5.0
2041,11.2,0.68,0.54,2.3,0.079,6.0,21.0,0.9966,3.17,0.72,9.2,6.0
2042,7.4,0.5,0.24,2.0,0.076,13.0,40.0,0.9976,3.29,0.71,11.3,6.0
2043,10.1,0.32,0.43,2.3,0.065,13.0,33.0,0.9994,3.38,0.74,11.9,5.0
2044,7.5,0.54,0.17,2.0,0.076,8.0,21.0,0.9976,3.32,0.54,9.6,5.0
2045,9.4,0.51,0.09,2.0,0.071,3.0,15.0,0.9958,3.27,0.61,9.4,5.0
2046,6.8,0.4,0.42,2.3,0.081,14.0,35.0,0.99701,3.34,0.83,9.7,5.0
2047,8.1,0.29,0.44,2.0,0.079,8.0,18.0,0.99588,3.3,0.72,11.0,7.0
2048,8.0,0.31,0.29,2.9,0.072,13.0,44.0,0.99685,3.34,0.54,9.4,5.0
2049,6.6,0.53,0.08,1.7,0.086,6.0,18.0,0.9982,3.47,0.54,9.7,5.0
2050,6.9,0.43,0.34,1.8,0.094,26.0,58.0,0.9967,3.6,0.58,9.6,5.0
2051,9.8,0.47,0.49,2.0,0.081,18.0,119.0,0.9966,3.19,0.53,9.8,6.0
2052,7.0,0.6,0.0,2.2,0.078,25.0,42.0,0.9964,3.52,0.51,12.6,6.0
2053,6.6,0.62,0.04,2.3,0.07,16.0,28.0,0.9952,3.61,0.58,9.3,7.0
2054,7.7,0.5,0.13,1.9,0.088,10.0,21.0,0.9962,3.31,0.59,11.1,3.0
2055,6.7,0.69,0.02,1.8,0.077,15.0,23.0,0.99708,3.4,0.49,11.0,7.0
2056,8.2,0.6,0.24,2.2,0.118,15.0,34.0,0.99489,3.25,0.57,10.5,6.0
2057,7.4,0.4,0.35,1.7,0.077,16.0,64.0,0.99576,3.27,0.62,11.2,5.0
2058,8.0,0.38,0.33,1.9,0.08,9.0,20.0,0.9956,3.26,0.7,9.9,6.0
2059,6.5,0.51,0.05,1.9,0.084,3.0,11.0,0.9956,3.23,0.59,9.4,6.0
2060,11.6,0.32,0.43,2.4,0.0969999999999999,6.0,17.0,0.9976,3.16,0.6,11.0,6.0
2061,9.5,0.3,0.41,2.5,0.076,9.0,28.0,0.9972,3.2,0.87,10.9,5.0
2062,7.0,0.66,0.0,2.8,0.083,5.0,10.0,0.99538,3.45,0.57,11.9,7.0
2063,7.5,0.56,0.07,2.5,0.079,25.0,35.0,0.9978,3.34,0.56,12.2,6.0
2064,12.4,0.42,0.55,2.7,0.08,6.0,32.0,0.9987,3.28,0.5,9.8,5.0
2065,7.5,0.31,0.21,1.4,0.0819999999999999,17.0,44.0,0.99672,3.56,0.79,9.9,5.0
2066,7.1,0.34,0.33,2.4,0.088,6.0,16.0,0.9978,3.31,0.56,9.4,6.0
2067,9.6,0.69,0.09,2.1,0.081,3.0,9.0,0.9968,3.16,0.53,9.4,5.0
2068,7.0,0.67,0.01,2.0,0.067,17.0,40.0,0.99656,3.17,0.76,9.5,5.0
2069,7.4,0.33,0.43,1.9,0.08,10.0,19.0,0.9964,3.14,0.65,9.1,6.0
2070,9.0,0.37,0.4,2.3,0.091,6.0,15.0,0.9962,3.32,0.73,11.9,4.0
2071,7.0,0.56,0.14,2.4,0.073,16.0,86.0,0.9952,3.35,0.57,9.5,6.0
2072,6.8,0.6,0.02,1.9,0.048,12.0,29.0,0.99538,3.37,0.54,11.4,6.0
2073,8.0,0.43,0.36,1.8,0.076,11.0,47.0,0.9976,3.22,0.56,9.6,5.0
2074,8.2,0.27,0.66,6.3,0.078,21.0,42.0,0.99735,3.09,0.66,11.5,6.0
2075,6.8,0.715,0.0,1.4,0.065,16.0,35.0,0.99498,3.68,0.79,11.9,7.0
2076,5.0,0.62,0.01,2.0,0.071,20.0,38.0,0.99524,3.42,0.54,10.9,6.0
2077,9.0,0.48,0.32,2.1,0.091,16.0,54.0,0.9967,3.24,0.67,10.1,6.0
2078,7.7,0.49,0.29,2.1,0.08,12.0,31.0,0.99642,3.17,0.67,9.4,6.0
2079,7.2,0.38,0.32,2.7,0.07,16.0,34.0,0.99668,3.48,0.57,11.1,7.0
2080,7.2,0.63,0.12,2.4,0.095,16.0,42.0,0.9966,3.38,0.52,9.7,5.0
2081,6.9,0.28,0.24,2.1,0.0969999999999999,31.0,71.0,0.99572,3.43,0.55,9.8,6.0
2082,7.7,0.46,0.24,2.1,0.071,12.0,28.0,0.9961,3.27,0.56,11.2,7.0
2083,11.6,0.38,0.64,2.2,0.084,6.0,12.0,0.99774,3.33,0.64,10.5,4.0
2084,6.5,0.65,0.0,2.2,0.095,19.0,30.0,0.9972,3.59,0.52,10.8,6.0
2085,8.6,0.39,0.42,1.9,0.08,13.0,50.0,0.9962,3.28,0.5,9.5,5.0
2086,9.5,0.49,0.49,2.4,0.095,24.0,44.0,0.9973,3.22,1.17,9.5,5.0
2087,9.2,0.33,0.51,1.8,0.094,6.0,10.0,0.99394,3.15,0.84,9.7,7.0
2088,8.1,0.54,0.22,2.2,0.077,5.0,21.0,0.9972,3.34,0.66,9.9,6.0
2089,9.2,0.52,0.16,1.9,0.073,11.0,47.0,0.99694,3.27,0.71,9.2,5.0
2090,7.8,0.74,0.01,1.6,0.071,12.0,20.0,0.99572,3.22,0.55,12.4,6.0
2091,6.7,0.56,0.13,2.2,0.093,6.0,16.0,0.9982,3.39,0.57,11.0,6.0
2092,6.8,0.52,0.12,2.3,0.084,5.0,20.0,0.9976,3.36,0.55,10.3,5.0
2093,9.1,0.545,0.28,1.8,0.081,12.0,48.0,0.99418,3.32,0.55,12.0,5.0
2094,6.5,0.42,0.03,1.9,0.081,7.0,28.0,0.9982,3.54,0.54,9.2,6.0
2095,6.3,0.36,0.38,2.1,0.076,15.0,33.0,0.9978,3.42,0.73,9.2,6.0
2096,6.3,0.5,0.0,2.6,0.0819999999999999,10.0,18.0,0.99786,3.39,0.65,10.7,6.0
2097,8.8,0.32,0.18,1.5,0.1169999999999999,28.0,99.0,0.99518,3.21,0.57,9.4,5.0
2098,7.5,0.48,0.31,2.2,0.077,5.0,13.0,0.99668,3.1,0.57,9.5,4.0
2099,10.0,0.32,0.49,3.0,0.07,5.0,16.0,0.9978,3.3,0.84,10.1,4.0
2100,6.6,0.59,0.3,2.6,0.068,24.0,66.0,0.997,3.35,0.93,9.5,5.0
2101,8.2,0.4,0.34,2.5,0.067,12.0,49.0,0.9972,3.31,0.53,9.7,5.0
2102,9.3,0.69,0.0,2.1,0.0819999999999999,18.0,31.0,0.99458,3.19,0.53,10.9,7.0
2103,10.3,0.56,0.21,2.1,0.08,6.0,20.0,0.9984,3.16,0.64,11.4,6.0
2104,7.6,0.52,0.02,2.2,0.085,13.0,81.0,0.9978,3.36,0.68,9.4,5.0
2105,11.5,0.43,0.5,2.2,0.078,5.0,17.0,0.9968,3.3,0.82,9.6,5.0
2106,8.3,0.715,0.22,2.4,0.079,6.0,22.0,0.9986,3.26,0.52,9.6,6.0
2107,9.7,0.44,0.31,2.7,0.078,10.0,21.0,0.9968,3.3,0.54,10.1,6.0
2108,9.3,0.28,0.42,2.0,0.07,8.0,42.0,0.99538,3.21,0.72,10.2,6.0
2109,11.5,0.24,0.49,2.1,0.075,5.0,21.0,1.0001,3.36,0.87,13.3,7.0
2110,12.5,0.24,0.49,1.9,0.038,6.0,16.0,0.9988,3.25,0.76,9.4,6.0
2111,7.7,0.43,0.49,2.0,0.07,9.0,42.0,0.9964,3.39,0.64,9.5,5.0
2112,6.5,0.45,0.14,2.0,0.085,15.0,33.0,0.9967,3.31,0.7,9.7,5.0
2113,7.1,0.73,0.0,1.6,0.081,5.0,18.0,0.9972,3.37,0.71,11.0,4.0
2114,11.6,0.38,0.48,3.0,0.076,8.0,26.0,0.9994,3.26,0.83,9.9,6.0
2115,7.0,0.24,0.36,1.7,0.079,9.0,28.0,0.99568,3.14,0.69,9.8,5.0
2116,7.2,0.54,0.03,2.3,0.077,16.0,33.0,0.9982,3.23,0.64,12.0,4.0
2117,7.8,0.58,0.02,2.7,0.0559999999999999,27.0,99.0,0.9956,3.44,0.68,10.8,7.0
2118,8.8,0.5,0.24,1.5,0.076,23.0,48.0,0.99522,3.43,0.58,11.3,7.0
2119,6.4,0.4,0.0,2.3,0.07,12.0,28.0,0.9976,3.42,0.53,9.5,5.0
2120,9.0,0.66,0.23,2.0,0.071,6.0,14.0,0.9987,3.35,0.52,10.6,7.0
2121,8.2,0.57,0.02,2.3,0.079,18.0,48.0,0.9994,3.27,0.52,10.0,5.0
2122,7.9,0.52,0.25,3.3,0.077,5.0,12.0,0.9976,3.4,0.51,9.5,5.0
2123,6.7,0.59,0.02,2.4,0.078,5.0,16.0,0.9994,3.48,0.54,12.2,6.0
2124,8.0,0.52,0.08,2.7,0.0819999999999999,4.0,12.0,0.9976,3.47,0.56,9.3,5.0
2125,8.0,0.655,0.0,2.1,0.074,16.0,40.0,0.9974,3.28,0.6,9.5,6.0
2126,7.8,0.675,0.0,1.8,0.0819999999999999,15.0,47.0,0.9976,3.48,0.51,9.7,5.0
2127,6.8,0.43,0.33,2.0,0.0819999999999999,12.0,49.0,0.9988,3.21,0.59,9.8,6.0
2128,8.5,0.52,0.36,2.1,0.077,11.0,26.0,0.99588,3.27,0.63,11.6,6.0
2129,7.0,0.61,0.02,1.6,0.074,20.0,46.0,0.9976,3.3,0.52,9.8,6.0
2130,8.6,0.45,0.26,1.8,0.074,5.0,14.0,0.9972,3.24,0.53,9.9,5.0
2131,7.9,0.41,0.42,1.6,0.066,9.0,22.0,0.9988,3.36,0.43,9.5,5.0
2132,7.3,0.645,0.31,2.6,0.092,6.0,19.0,0.9973,3.4,0.71,9.9,5.0
2133,6.9,0.42,0.08,2.0,0.106,21.0,54.0,0.99652,3.54,0.63,10.2,6.0
2134,5.6,0.65,0.0,2.0,0.079,5.0,28.0,0.9983,3.51,0.51,12.7,4.0
2135,9.4,0.48,0.33,2.5,0.063,18.0,40.0,0.9981,3.2,0.57,10.6,6.0
2136,8.3,0.615,0.0,2.0,0.079,8.0,19.0,0.9962,3.45,0.72,10.2,4.0
2137,7.0,0.29,0.44,2.4,0.0969999999999999,16.0,47.0,0.995,3.36,0.62,10.5,5.0
2138,7.9,0.49,0.34,2.5,0.067,24.0,84.0,0.9976,3.36,0.57,9.2,5.0
2139,8.5,0.58,0.14,2.0,0.095,32.0,54.0,0.9972,3.24,0.56,9.9,5.0
2140,8.0,0.46,0.19,1.5,0.0819999999999999,19.0,65.0,0.99396,3.52,0.52,10.3,5.0
2141,7.2,0.76,0.02,1.7,0.079,17.0,24.0,0.9976,3.44,0.52,9.8,5.0
2142,9.9,0.42,0.36,1.8,0.088,9.0,18.0,0.99712,3.16,0.77,10.2,5.0
2143,9.1,0.44,0.24,2.2,0.079,6.0,23.0,0.9978,3.36,0.53,12.9,7.0
2144,9.3,0.28,0.3,2.2,0.09,17.0,28.0,0.9955,3.22,0.61,11.0,6.0
2145,6.9,0.44,0.42,2.2,0.087,15.0,27.0,0.9972,3.15,0.6,11.8,6.0
2146,8.5,0.38,0.12,2.4,0.08,5.0,26.0,0.995,3.35,0.67,11.0,5.0
2147,8.8,0.36,0.51,2.5,0.078,25.0,44.0,0.9981,3.16,0.54,9.5,5.0
2148,7.0,0.33,0.33,1.7,0.0579999999999999,18.0,41.0,0.99498,3.36,0.61,9.5,5.0
2149,8.7,0.46,0.15,2.6,0.074,7.0,20.0,0.99586,3.23,0.79,10.3,6.0
2150,6.7,0.39,0.14,1.7,0.075,6.0,18.0,0.99668,3.51,0.49,9.6,5.0
2151,7.6,0.52,0.14,2.1,0.062,5.0,31.0,0.9973,3.56,0.66,10.6,6.0
2152,8.3,0.61,0.13,2.5,0.0819999999999999,26.0,60.0,0.9978,3.32,0.56,9.6,7.0
2153,6.1,0.73,0.0,2.2,0.089,28.0,44.0,0.9961,3.48,0.54,10.7,6.0
2154,7.5,0.35,0.18,2.0,0.0819999999999999,9.0,26.0,0.99656,3.52,0.53,11.4,6.0
2155,7.8,0.54,0.06,2.0,0.063,5.0,17.0,0.9996,3.39,0.62,9.8,6.0
2156,7.2,0.32,0.33,1.8,0.063,13.0,25.0,0.99672,3.36,0.64,10.5,6.0
2157,7.1,0.57,0.01,2.1,0.07,15.0,58.0,0.9953,3.29,0.51,9.8,4.0
2158,9.1,0.43,0.39,1.8,0.075,10.0,45.0,0.9982,3.25,0.66,12.4,7.0
2159,7.9,0.39,0.49,1.9,0.08,5.0,12.0,0.9998,3.34,0.86,10.9,7.0
2160,9.1,0.39,0.49,2.2,0.065,41.0,41.0,0.9962,3.3,0.6,10.5,5.0
2161,9.4,0.27,0.49,1.6,0.076,16.0,72.0,0.9984,3.38,0.62,9.5,5.0
2162,7.8,0.41,0.31,2.0,0.084,21.0,91.0,0.9976,3.19,0.9,9.5,4.0
2163,6.4,0.735,0.08,2.5,0.077,18.0,66.0,0.9964,3.25,0.53,9.5,7.0
2164,9.1,0.635,0.24,1.8,0.074,13.0,86.0,0.9984,3.28,0.48,9.9,6.0
2165,12.8,0.32,0.49,2.1,0.121,10.0,28.0,0.99354,3.2,0.51,11.3,5.0
2166,8.8,0.43,0.32,1.8,0.059,11.0,49.0,0.9962,3.22,0.57,9.5,5.0
2167,8.7,0.4,0.49,2.6,0.08,8.0,21.0,0.9982,3.36,0.61,9.3,7.0
2168,9.4,0.31,0.31,2.2,0.071,12.0,21.0,0.9978,3.31,0.67,10.3,6.0
2169,8.6,0.5,0.25,2.0,0.069,10.0,18.0,0.99735,3.2,0.5,9.9,5.0
2170,7.9,0.58,0.03,2.4,0.086,21.0,119.0,0.9988,3.35,0.53,9.3,6.0
2171,8.0,0.35,0.24,1.9,0.098,10.0,31.0,0.9978,3.32,0.61,10.5,5.0
2172,6.8,0.39,0.49,2.2,0.076,6.0,12.0,0.9972,3.19,0.57,12.5,7.0
2173,8.4,0.59,0.14,2.1,0.078,17.0,86.0,0.99444,3.29,0.62,9.4,5.0
2174,8.9,0.38,0.48,2.2,0.0969999999999999,6.0,24.0,0.9973,3.08,0.62,10.0,6.0
2175,6.5,0.58,0.01,2.1,0.092,26.0,40.0,0.99648,3.43,0.49,11.3,7.0
2176,7.2,0.66,0.14,2.2,0.076,17.0,94.0,0.9988,3.58,0.54,9.7,5.0
2177,7.2,0.58,0.1,1.5,0.05,8.0,29.0,0.9978,3.43,0.58,9.7,5.0
2178,8.1,0.37,0.42,2.1,0.061,11.0,65.0,0.99801,3.25,0.83,9.5,5.0
2179,7.9,0.39,0.15,1.9,0.073,9.0,23.0,0.9972,3.38,0.64,9.4,4.0
2180,7.0,0.55,0.01,2.1,0.076,5.0,14.0,0.9962,3.22,0.63,9.5,6.0
2181,7.2,0.73,0.0,2.6,0.067,4.0,9.0,0.99508,3.32,0.64,10.5,6.0
2182,9.2,0.57,0.07,2.2,0.074,11.0,47.0,0.9973,3.18,0.62,10.1,4.0
2183,7.1,0.58,0.21,2.5,0.095,6.0,23.0,0.99734,3.22,0.53,10.2,7.0
2184,6.9,0.38,0.24,2.4,0.07,17.0,44.0,0.9988,3.27,0.54,9.8,5.0
2185,9.3,0.54,0.07,1.6,0.084,10.0,19.0,0.9956,3.27,0.64,9.6,6.0
2186,7.5,0.6,0.04,2.7,0.077,11.0,67.0,0.9966,3.36,0.66,9.0,6.0
2187,7.6,0.28,0.28,1.7,0.078,34.0,54.0,0.9988,3.37,0.53,10.3,6.0
2188,9.3,0.46,0.48,2.6,0.08,17.0,86.0,0.9966,3.22,0.62,9.2,5.0
2189,8.9,0.49,0.24,2.8,0.062,33.0,140.0,0.9982,3.16,0.64,9.0,5.0
2190,7.1,0.68,0.0,2.0,0.08,12.0,49.0,0.9984,3.33,0.45,10.1,5.0
2191,8.1,0.39,0.29,2.1,0.0559999999999999,10.0,44.0,0.9955,3.27,0.44,10.7,5.0
2192,7.8,0.31,0.25,2.2,0.073,6.0,31.0,0.99708,3.37,0.61,9.5,5.0
2193,8.4,0.58,0.0,1.6,0.076,7.0,18.0,0.99526,3.32,0.54,12.6,6.0
2194,8.4,0.22,0.49,2.1,0.092,15.0,33.0,0.99782,3.22,0.84,10.2,5.0
2195,9.2,0.63,0.18,2.2,0.079,21.0,58.0,0.9962,3.39,0.9,11.0,7.0
2196,10.0,0.52,0.31,2.1,0.095,17.0,43.0,0.9964,3.32,0.56,9.4,6.0
2197,7.3,0.62,0.04,2.3,0.067,12.0,86.0,0.9988,3.34,0.48,11.3,7.0
2198,7.6,0.47,0.27,2.3,0.08,25.0,99.0,0.99672,3.26,0.57,9.2,5.0
2199,7.2,0.78,0.23,1.9,0.07,3.0,13.0,0.9988,3.32,0.77,12.0,6.0
2200,8.4,0.47,0.24,2.3,0.074,17.0,43.0,0.99586,3.28,0.55,10.9,6.0
2201,7.2,0.715,0.0,2.0,0.0819999999999999,19.0,48.0,0.99656,3.51,0.57,9.4,5.0
2202,8.3,0.33,0.49,2.0,0.076,8.0,31.0,0.9987,3.24,0.74,9.8,5.0
2203,8.8,0.66,0.04,2.4,0.076,5.0,20.0,0.99668,3.36,0.62,10.2,5.0
2204,6.8,0.6,0.05,2.1,0.079,9.0,23.0,0.9976,3.22,0.54,12.7,7.0
2205,15.8,0.46,0.46,2.1,0.09,6.0,27.0,0.9994,3.31,0.79,9.5,5.0
2206,14.4,0.37,0.43,2.4,0.074,4.0,12.0,0.9981,3.2,0.63,9.5,6.0
2207,7.8,0.46,0.49,1.5,0.062,6.0,10.0,0.9994,3.34,0.71,9.8,5.0
2208,7.7,0.68,0.23,2.1,0.1,10.0,18.0,0.9948,3.41,0.62,9.2,5.0
2209,7.8,0.6,0.25,2.9,0.075,10.0,31.0,0.9964,3.38,0.55,12.6,8.0
2210,10.0,0.54,0.15,2.1,0.073,6.0,10.0,0.9994,3.38,0.57,9.6,6.0
2211,7.5,0.52,0.01,1.8,0.079,32.0,49.0,0.99572,3.18,0.59,9.3,7.0
2212,7.6,0.29,0.39,2.4,0.079,6.0,23.0,0.9974,3.34,0.56,9.5,5.0
2213,6.1,0.47,0.02,2.3,0.068,9.0,24.0,0.9955,3.27,0.77,11.5,6.0
2214,7.2,0.63,0.17,2.6,0.077,7.0,22.0,0.9986,3.38,0.6,10.4,6.0
2215,8.4,0.41,0.32,2.1,0.0969999999999999,27.0,37.0,0.99586,3.19,0.58,10.6,5.0
2216,9.0,0.39,0.41,2.0,0.077,29.0,43.0,0.9948,3.29,0.67,11.3,6.0
2217,6.6,0.57,0.01,1.7,0.078,5.0,41.0,0.9968,3.35,0.63,9.3,5.0
2218,9.2,0.64,0.53,1.8,0.073,10.0,22.0,0.99658,3.16,0.57,9.6,5.0
2219,9.3,0.4,0.53,2.0,0.077,5.0,10.0,0.99702,3.15,0.67,9.3,6.0
2220,9.0,0.39,0.24,1.8,0.068,36.0,77.0,0.9972,3.12,0.82,10.1,7.0
2221,6.4,0.59,0.02,1.9,0.067,6.0,20.0,0.9994,3.43,0.66,9.2,5.0
2222,7.9,0.41,0.33,2.2,0.098,19.0,58.0,0.99743,3.38,0.76,10.6,6.0
2223,9.8,0.55,0.37,2.3,0.08,7.0,34.0,0.9973,3.3,0.65,9.5,5.0
2224,9.1,0.61,0.31,1.8,0.076,7.0,28.0,0.99672,3.31,0.59,10.9,6.0
2225,8.8,0.43,0.32,2.5,0.086,6.0,12.0,1.001,3.27,0.55,9.5,5.0
2226,7.9,0.58,0.07,2.0,0.076,6.0,18.0,0.99656,3.34,0.62,10.0,5.0
2227,8.8,0.52,0.3,2.0,0.086,15.0,24.0,0.99736,3.49,0.54,9.5,5.0
2228,8.7,0.51,0.26,2.1,0.079,17.0,37.0,0.9968,3.43,0.53,9.5,5.0
2229,8.1,0.45,0.28,1.8,0.095,31.0,134.0,0.99656,3.16,0.64,9.4,5.0
2230,8.7,0.31,0.4,1.6,0.071,13.0,31.0,0.99736,3.27,0.73,9.8,6.0
2231,8.9,0.4,0.5,2.3,0.107,25.0,105.0,0.99588,3.28,0.64,9.4,6.0
2232,5.4,0.62,0.0,1.8,0.08,34.0,105.0,0.9994,3.48,0.64,9.4,5.0
2233,7.4,0.6,0.01,2.1,0.08,10.0,24.0,0.9959,3.24,0.54,11.8,8.0
2234,8.3,0.62,0.26,2.1,0.068,26.0,47.0,0.9961,3.37,0.65,9.5,6.0
2235,7.5,0.47,0.19,1.8,0.075,7.0,17.0,0.99704,3.2,0.57,11.0,6.0
2236,7.8,0.53,0.03,2.0,0.077,14.0,34.0,0.99584,3.38,0.45,9.7,4.0
2237,9.9,0.51,0.33,2.1,0.08,6.0,15.0,0.9982,3.21,0.76,11.0,8.0
2238,9.9,0.37,0.56,2.8,0.077,10.0,33.0,0.99546,3.09,0.77,10.4,6.0
2239,9.2,0.52,0.21,1.7,0.073,16.0,38.0,0.9966,3.21,0.73,10.1,6.0
2240,10.1,0.24,0.48,2.4,0.076,16.0,40.0,0.9987,3.29,0.68,11.1,5.0
2241,7.0,0.38,0.49,2.0,0.079,10.0,23.0,0.9962,3.36,0.76,9.9,6.0
2242,9.4,0.24,0.5,1.4,0.079,5.0,14.0,0.9988,3.33,0.59,9.2,6.0
2243,7.0,0.735,0.09,2.4,0.062,22.0,45.0,0.99552,3.36,0.56,9.7,5.0
2244,7.6,0.42,0.02,2.2,0.091,12.0,27.0,0.99498,3.39,0.58,10.0,6.0
2245,7.9,0.32,0.46,2.3,0.067,12.0,48.0,0.99633,3.28,0.93,11.1,6.0
2246,8.9,0.43,0.36,2.6,0.07,4.0,17.0,0.9965,3.27,0.73,10.0,6.0
2247,7.9,0.36,0.49,2.2,0.052,6.0,12.0,0.99702,3.42,0.6,11.4,7.0
2248,7.6,0.69,0.01,1.8,0.076,7.0,12.0,0.99748,3.36,0.64,11.3,6.0
2249,7.7,0.6,0.18,2.1,0.084,16.0,34.0,0.99745,3.4,0.53,10.1,6.0
2250,9.5,0.4,0.49,2.3,0.068,15.0,23.0,0.99182,3.27,0.68,12.2,7.0
2251,7.9,0.46,0.13,1.8,0.068,13.0,27.0,0.99736,3.31,0.57,10.0,7.0
2252,7.4,0.73,0.01,1.8,0.07,14.0,27.0,0.9969,3.34,0.54,9.3,5.0
2253,7.4,0.56,0.0,2.4,0.0819999999999999,9.0,24.0,0.9957,3.18,0.55,9.4,5.0
2254,7.8,0.29,0.49,2.1,0.075,6.0,15.0,0.99774,3.12,0.8,10.9,5.0
2255,7.0,0.56,0.0,2.0,0.079,16.0,65.0,0.99633,3.2,0.61,9.7,6.0
2256,7.5,0.5,0.31,2.2,0.063,21.0,74.0,0.9968,3.38,0.56,9.5,6.0
2257,6.7,0.685,0.12,2.3,0.077,13.0,28.0,0.99521,3.38,0.47,10.5,3.0
2258,8.3,0.28,0.2,1.7,0.0579999999999999,6.0,13.0,0.99656,3.3,0.65,12.0,7.0
2259,7.1,0.59,0.02,2.0,0.079,8.0,86.0,0.9967,3.22,0.47,9.5,6.0
2260,8.1,0.4,0.27,2.6,0.078,21.0,54.0,0.9961,3.29,0.59,12.5,6.0
2261,7.4,0.58,0.14,1.8,0.084,6.0,17.0,0.99745,3.18,0.64,9.2,5.0
2262,8.2,0.62,0.07,2.4,0.093,10.0,42.0,0.9966,3.29,0.54,11.3,6.0
2263,7.5,0.69,0.02,1.8,0.079,18.0,34.0,0.99573,3.17,0.58,10.8,5.0
2264,9.3,0.5,0.49,2.4,0.0559999999999999,5.0,15.0,0.9994,3.32,0.63,11.0,6.0
2265,7.3,0.41,0.28,2.0,0.068,9.0,17.0,0.99576,3.24,0.58,9.4,6.0
2266,8.6,0.59,0.23,1.8,0.071,10.0,23.0,0.99562,3.16,0.54,9.7,5.0
2267,10.5,0.6,0.49,2.0,0.078,7.0,18.0,1.0001,3.08,0.51,10.0,6.0
2268,9.0,0.59,0.28,2.3,0.074,6.0,31.0,0.9967,3.23,0.48,9.9,5.0
2269,7.1,0.58,0.0,2.0,0.0819999999999999,27.0,48.0,0.9964,3.5,0.77,9.5,6.0
2270,7.2,0.66,0.1,1.8,0.068,19.0,33.0,0.9965,3.48,0.64,9.5,5.0
2271,8.5,0.43,0.24,2.6,0.071,5.0,10.0,0.99774,3.27,0.72,9.6,4.0
2272,9.5,0.34,0.41,2.9,0.0819999999999999,18.0,77.0,0.99668,3.25,0.62,9.5,5.0
2273,7.7,0.42,0.29,1.8,0.075,10.0,22.0,0.99735,3.33,0.47,11.0,6.0
2274,10.0,0.54,0.25,2.1,0.0819999999999999,3.0,13.0,0.99668,3.41,0.62,10.0,7.0
2275,7.5,0.48,0.3,1.8,0.062,30.0,151.0,0.99734,3.32,0.67,9.9,5.0
2276,7.9,0.4,0.26,2.7,0.078,6.0,22.0,0.99572,3.39,0.53,10.5,6.0
2277,7.0,0.51,0.0,1.6,0.089,30.0,121.0,0.9962,3.33,0.55,9.4,5.0
2278,8.1,0.6,0.07,2.5,0.084,5.0,15.0,0.9967,3.42,0.57,11.9,6.0
2279,7.0,0.78,0.0,2.6,0.076,27.0,58.0,0.9968,3.42,0.84,11.7,7.0
2280,7.4,0.33,0.21,2.4,0.076,6.0,28.0,0.9966,3.3,0.58,11.0,7.0
2281,8.0,0.51,0.26,2.6,0.077,6.0,17.0,0.9967,3.28,0.64,10.4,4.0
2282,7.8,0.64,0.0,2.8,0.0559999999999999,18.0,42.0,0.99764,3.47,0.6,10.5,6.0
2283,6.6,0.43,0.28,2.8,0.062,6.0,14.0,0.99704,3.39,0.62,9.9,5.0
2284,8.1,0.5,0.08,2.0,0.064,17.0,45.0,0.9982,3.36,0.57,11.7,7.0
2285,10.0,0.59,0.0,2.7,0.039,6.0,8.0,0.99374,3.51,0.53,12.0,7.0
2286,8.4,0.41,0.29,2.2,0.0819999999999999,21.0,65.0,0.99656,3.14,0.57,9.4,5.0
2287,8.5,0.5,0.18,2.3,0.0969999999999999,16.0,88.0,0.9974,3.32,0.6,9.7,5.0
2288,8.7,0.34,0.36,1.8,0.072,3.0,7.0,0.9962,3.22,0.65,9.4,5.0
2289,5.6,0.49,0.02,2.2,0.071,13.0,31.0,0.99586,3.47,0.61,11.0,6.0
2290,7.9,0.57,0.04,2.0,0.092,25.0,58.0,0.9956,3.36,0.56,9.4,5.0
2291,10.1,0.37,0.45,2.0,0.08,15.0,27.0,0.9956,3.22,0.59,11.4,7.0
2292,7.3,0.715,0.13,1.7,0.079,13.0,21.0,0.99702,3.35,0.58,9.5,6.0
2293,7.6,0.44,0.3,1.7,0.049,22.0,54.0,0.9982,3.26,0.56,9.2,5.0
2294,7.2,0.77,0.14,2.2,0.078,19.0,50.0,0.99656,3.15,0.6,9.4,6.0
2295,7.6,0.36,0.02,2.3,0.078,5.0,14.0,0.9972,3.48,0.52,9.4,6.0
2296,7.0,0.685,0.0,1.8,0.064,18.0,28.0,0.9976,3.36,0.75,11.0,7.0
2297,6.7,0.48,0.17,2.1,0.077,4.0,10.0,0.99552,3.36,0.61,10.2,5.0
2298,9.9,0.33,0.24,2.3,0.073,19.0,98.0,0.99572,3.24,0.58,10.1,7.0
2299,8.0,0.5,0.26,2.6,0.094,18.0,38.0,0.99655,3.29,0.64,11.3,5.0
2300,8.7,0.33,0.36,2.1,0.083,10.0,31.0,0.9968,3.16,0.7,12.0,7.0
2301,6.9,0.51,0.08,1.9,0.07,6.0,24.0,0.9988,3.52,0.58,9.5,5.0
2302,7.8,0.63,0.02,2.6,0.07,8.0,24.0,0.9956,3.61,0.54,9.4,5.0
2303,7.3,0.3,0.14,2.4,0.065,43.0,60.0,0.99572,3.44,0.6,9.7,5.0
